-4.990816116333008,-4.986224174499512
-4.997375965118408,-4.985568046569824
-5.011807918548584,-5.0065598487854
-5.007215976715088,-5.005248069763184
-4.989503860473633,-4.988192081451416
-4.998032093048096,-4.984255790710449
-5.007872104644775,-5.001311779022217
-5.005248069763184,-5.005248069763184
-4.998032093048096,-4.998032093048096
-4.997375965118408,-4.99015998840332
-5.0065598487854,-5.002624034881592
-5.007872104644775,-5.0
-5.003935813903809,-4.994095802307129
-4.994095802307129,-4.980976104736328
-5.007215976715088,-4.992127895355225
-5.007872104644775,-5.003280162811279
-4.992784023284912,-4.9888482093811035
-5.010496139526367,-5.0
-4.994095802307129,-4.984911918640137
-5.005904197692871,-5.001311779022217
-4.997375965118408,-4.977695941925049
-5.007215976715088,-4.998688220977783
-5.007215976715088,-4.998688220977783
-4.994751930236816,-4.981632232666016
-5.0111517906188965,-5.002624034881592
-4.99015998840332,-4.9888482093811035
-5.011807918548584,-4.9993438720703125
-5.005904197692871,-4.9888482093811035
-5.002624034881592,-5.0
-4.998688220977783,-4.988192081451416
-5.001967906951904,-5.002624034881592
-5.0065598487854,-5.001967906951904
-4.992784023284912,-4.992784023284912
-5.003935813903809,-4.994751930236816
-4.989503860473633,-4.984255790710449
-5.010496139526367,-5.002624034881592
-4.989503860473633,-4.990816116333008
-5.003935813903809,-5.002624034881592
-5.0065598487854,-4.994751930236816
-4.994095802307129,-4.994751930236816
-5.0124640464782715,-5.002624034881592
-4.990816116333008,-4.99015998840332
-5.00984001159668,-5.001311779022217
-5.005248069763184,-4.986224174499512
-5.003280162811279,-4.994095802307129
-5.00984001159668,-5.001311779022217
-4.990816116333008,-4.995408058166504
-5.00984001159668,-5.005904197692871
-4.998032093048096,-4.986224174499512
-5.0065598487854,-4.997375965118408
-5.011807918548584,-5.001311779022217
-4.99015998840332,-4.9993438720703125
-5.008528232574463,-4.992127895355225
-4.9934401512146,-4.994751930236816
-5.0065598487854,-4.9993438720703125
-5.010496139526367,-4.992784023284912
-4.998032093048096,-5.005248069763184
-5.00984001159668,-4.994751930236816
-4.995408058166504,-4.980976104736328
-5.007872104644775,-5.003280162811279
-5.0,-4.986224174499512
-5.005248069763184,-4.99015998840332
-5.00984001159668,-5.00984001159668
-4.9888482093811035,-4.985568046569824
-5.0065598487854,-5.005904197692871
-5.005904197692871,-4.982287883758545
-4.998688220977783,-5.003935813903809
-5.003935813903809,-5.003280162811279
-4.99015998840332,-4.984911918640137
-5.007872104644775,-4.997375965118408
-4.992784023284912,-4.98360013961792
-5.001967906951904,-4.997375965118408
-5.008528232574463,-5.0
-5.010496139526367,-5.005904197692871
-4.994751930236816,-4.980319976806641
-5.010496139526367,-4.992784023284912
-4.989503860473633,-4.9875359535217285
-5.007215976715088,-4.998032093048096
-4.997375965118408,-4.9888482093811035
-5.003280162811279,-5.0
-5.007872104644775,-4.994095802307129
