acc;t
12.627691; 8.799888
 12.63021; 8.800896
12.621789; 8.801901
12.630478; 8.802896
  12.6044; 8.803895
12.587717;  8.80489
12.590808;  8.80588
12.598267; 8.806875
12.593667; 8.807886
12.593485; 8.808896
12.590783; 8.809881
12.599423; 8.810906
12.603731; 8.811894
12.587948; 8.812885
12.541597; 8.813893
12.544177; 8.814887
12.544226; 8.815899
 12.54627; 8.816889
12.545357;  8.81788
12.543362; 8.818886
12.543958; 8.819894
12.551113;   8.8209
   12.547;  8.82208
12.522541; 8.822885
12.538299; 8.823882
12.527287; 8.824901
  12.5346; 8.825877
12.530852;  8.82688
12.529453; 8.827885
12.526398; 8.828882
 12.53286;  8.82989
12.530195; 8.830899
12.531156; 8.831897
12.553742; 8.832882
12.552087;  8.83388
12.549665; 8.834887
12.557027;   8.8359
12.556577; 8.836883
12.553291; 8.837881
12.552817; 8.838877
12.551454; 8.839875
12.556236; 8.840888
 12.55665; 8.841896
12.564548; 8.842883
12.602246;  8.84388
12.603183;  8.84488
12.597014; 8.845888
12.603488; 8.846896
12.602258; 8.847888
12.600713; 8.848878
12.599788; 8.849879
12.612979; 8.850884
12.597403; 8.851904
12.615048; 8.852884
12.656921; 8.853877
12.654134; 8.854874
12.652966;  8.85588
12.653027; 8.856879
12.650422; 8.857892
12.662433; 8.858878
12.653927; 8.859883
12.657164; 8.860897
12.651895; 8.861899
12.641345; 8.862888
12.648536;  8.86389
12.652175; 8.864876
 12.65282; 8.865877
12.649485; 8.866882
12.661459; 8.867888
12.658089; 8.868891
12.656628; 8.869878
12.654231; 8.870886
12.655886; 8.871894
12.669357; 8.872875
12.660547;  8.87388
12.660608; 8.874887
12.657225; 8.875881
12.654256; 8.876887
12.657651; 8.877876
12.659671; 8.878891
12.659476; 8.879897
12.658782; 8.880891
12.652905; 8.881893
12.638619; 8.882874
12.597768; 8.883884
12.602916; 8.884882
12.602989; 8.885886
12.603354; 8.886888
12.606603; 8.887883
12.607917; 8.888883
12.599533; 8.889888
12.600689; 8.890906
12.602648; 8.891893
12.570279; 8.892885
12.547755; 8.893884
12.544457; 8.894887
12.551393; 8.895888
12.547341; 8.896886
12.549884; 8.897884
12.548156; 8.898877
12.549945; 8.899888
12.547828; 8.900888
12.547888;   8.9019
12.556528; 8.902885
12.528552; 8.903876
12.528333; 8.904882
12.526338; 8.905888
12.532446; 8.906881
12.525413; 8.907886
12.536024; 8.908886
12.522042; 8.909888
12.531607; 8.910902
12.536328; 8.911899
12.545783; 8.912888
12.560361; 8.913878
12.560374; 8.914878
12.560361; 8.915893
12.561262; 8.916876
12.564389; 8.917885
12.568442; 8.918877
12.563209; 8.919897
12.557319; 8.920903
12.558463; 8.921892
12.568928; 8.922888
12.603074; 8.923897
12.599338; 8.924884
12.601528; 8.925887
12.605581; 8.926882
12.607856; 8.927884
12.602976; 8.928878
12.598973; 8.929882
12.605568; 8.930891
12.603256; 8.931893
12.622714; 8.932882
12.644898; 8.933879
12.644034; 8.934895
 12.63868; 8.935884
 12.64171; 8.936875
12.642975; 8.937882
12.637816;  8.93888
12.639799; 8.939883
12.647161; 8.940889
 12.64805; 8.941894
12.661764; 8.942883
12.650568;  8.94388
12.640505; 8.944883
12.648366; 8.945888
12.647709; 8.946881
12.649133; 8.947883
12.639556; 8.948876
12.652698; 8.949883
12.644302;   8.9509
12.651189; 8.951899
12.635869; 8.952887
12.622021; 8.953893
12.619879;  8.95488
12.624016; 8.955884
12.626328; 8.956892
12.629334; 8.957878
12.626304; 8.958883
12.623931; 8.959878
12.623785; 8.960896
 12.62819; 8.961887
12.617421; 8.962883
12.606469; 8.963879
12.617056; 8.964878
12.609329; 8.965881
12.607941; 8.966888
 12.61091; 8.967898
 12.61349; 8.968885
12.611641; 8.969884
12.614281; 8.970891
12.614476; 8.971885
 12.59037; 8.972881
12.567529; 8.973885
12.578517; 8.974878
12.582448;  8.97588
12.576996; 8.976873
12.574246; 8.977884
12.579454; 8.978892
 12.57629; 8.979892
12.585831; 8.980892
12.576838; 8.981894
12.559218; 8.982883
 12.57668; 8.983893
12.574441; 8.984884
12.573784; 8.985881
12.571447; 8.986881
12.573017; 8.987882
12.567784; 8.988885
12.566604; 8.989915
12.567273; 8.990891
12.569622; 8.991898
12.578067; 8.992874
12.579114; 8.993878
12.576242; 8.994884
12.574283;  8.99589
12.575536; 8.996878
12.573102; 8.997883
12.575645; 8.998873
12.571313; 8.999882
12.579004; 9.000896
12.576254; 9.001887
12.579442; 9.002879
 12.57107; 9.003879
12.577872; 9.004879
12.584687; 9.005881
 12.57567; 9.006879
12.576668; 9.007879
12.574952; 9.008876
12.578213; 9.009886
12.581632; 9.010897
12.593168; 9.011906
12.595456; 9.012886
12.595675; 9.013879
 12.59671; 9.014881
12.590759; 9.015894
12.592949; 9.016878
12.593132; 9.017879
12.592183; 9.018882
12.595541; 9.019877
12.595407; 9.020888
12.598936; 9.021894
12.624016; 9.022883
12.620791; 9.023895
12.629809; 9.024889
12.620609; 9.025893
12.621339; 9.026883
  12.6269; 9.027889
12.620402; 9.028884
12.622167; 9.029875
12.621777;  9.03089
12.627825; 9.031892
12.629577; 9.032875
12.644946; 9.033881
12.647697; 9.034892
   12.654; 9.035887
12.649461; 9.036875
12.640712; 9.037877
 12.64777; 9.038878
12.650775; 9.039891
12.650216; 9.040888
 12.65114; 9.041889
12.662822; 9.042881
12.648913; 9.043885
12.655777; 9.044876
12.652102; 9.045895
12.656726; 9.046874
12.662567; 9.047888
12.648147; 9.048879
12.652491; 9.049883
12.649254; 9.050895
12.657042; 9.051885
12.628227; 9.052871
12.617676; 9.053881
12.613636; 9.054878
12.609913; 9.055877
12.619051; 9.056887
12.620548; 9.057887
12.617676; 9.058873
12.610643; 9.059885
12.621436; 9.060902
12.603804; 9.061896
12.595979; 9.062873
12.573771; 9.063877
12.573504; 9.064877
12.583397; 9.065886
12.576838; 9.066888
12.569476; 9.067895
 12.57354; 9.068889
12.579174; 9.069872
12.573674; 9.070891
12.560739; 9.071898
12.557319; 9.072884
 12.53342;  9.07387
12.530475; 9.074885
12.530049;  9.07588
12.529976; 9.076874
 12.52837; 9.077877
12.534113; 9.078887
12.533079; 9.079888
12.528832; 9.080887
12.527615;  9.08189
 12.51945; 9.082879
12.531935; 9.083879
12.530451; 9.084873
12.537131; 9.085885
12.527591; 9.086882
12.526983; 9.087885
12.531546; 9.088881
12.529258; 9.089898
12.536499; 9.090893
12.542181; 9.091898
 12.57612; 9.092875
12.595237; 9.093878
12.596004;  9.09488
12.589226; 9.095877
12.593753; 9.096875
12.590832; 9.097878
12.596089; 9.098874
12.595858; 9.099878
12.600372; 9.100907
12.594312; 9.101892
12.639702; 9.102878
 12.63739; 9.103875
12.643985; 9.104884
12.642172; 9.105885
12.642744;  9.10688
12.635175; 9.107882
12.638826; 9.108875
12.642744; 9.109863
12.644861; 9.110896
12.633277; 9.111906
12.681574; 9.112893
12.674784; 9.113893
12.664952;  9.11488
12.670184; 9.115892
12.668432;  9.11689
12.680358; 9.117886
12.666351; 9.118886
12.677814; 9.119885
12.677194; 9.120879
12.656835; 9.121909
12.677303; 9.123059
12.672497; 9.123888
12.661618; 9.124897
12.666923; 9.125879
12.664149; 9.126879
12.657638; 9.127877
12.663139; 9.128873
12.660948; 9.129871
12.662396; 9.130888
12.662153; 9.131897
12.602185; 9.132896
12.598364; 9.133873
12.601188; 9.134887
12.603086; 9.135889
 12.60322; 9.136878
12.601626; 9.137871
12.603585; 9.138886
12.602709; 9.139878
12.601845; 9.140876
12.604863; 9.141879
12.527153; 9.142885
12.545065; 9.143889
12.545954; 9.144879
12.543398; 9.145884
12.542047; 9.146889
12.547669; 9.147887
12.544104; 9.148877
12.543569; 9.149891
12.550748; 9.150903
 12.55721; 9.151883
12.527189; 9.152886
  12.5401; 9.153872
12.542765; 9.154876
12.538409; 9.155874
12.537849; 9.156881
12.538093; 9.157887
 12.54122; 9.158879
12.543739; 9.159876
 12.54296; 9.160889
12.544506; 9.161904
12.558427; 9.162894
12.554545; 9.163874
12.548838; 9.164882
12.545917; 9.165879
12.545199; 9.166881
12.548752; 9.167874
12.548144; 9.168895
12.543106; 9.169874
12.548911; 9.170878
12.537216; 9.171902
12.572518; 9.172897
12.568892; 9.173871
12.565205; 9.174872
12.568113; 9.175892
12.565168; 9.176884
12.568697; 9.177878
  12.5663; 9.178882
12.574283;  9.17989
12.565813; 9.180883
12.584164; 9.181892
12.622167; 9.182891
12.628774; 9.183872
12.624162;  9.18488
12.630819; 9.185873
12.623408;  9.18687
12.626267; 9.187877
12.627971; 9.188873
12.622763; 9.189884
12.627509; 9.190906
12.643048; 9.191892
12.666668; 9.192892
12.658381; 9.193883
12.657456; 9.194882
12.662068; 9.195879
12.651834; 9.196878
12.658004; 9.197877
12.655813; 9.198871
12.659099; 9.199875
12.653842; 9.200881
12.660425; 9.201898
12.654535; 9.202896
12.656823; 9.203882
12.653112; 9.204885
12.655059; 9.205881
12.655789; 9.206885
12.654657; 9.207888
12.662762; 9.208877
12.670416;  9.20988
12.658356; 9.210882
12.658125; 9.211892
12.645044; 9.212894
12.642866; 9.213888
12.642123; 9.214883
12.640566; 9.215878
 12.64306;  9.21688
12.640906; 9.217877
12.639848; 9.218877
12.640906; 9.219877
 12.63784; 9.220878
12.626779; 9.221896
12.588556; 9.222899
12.583884; 9.223911
12.586244; 9.224892
12.583348; 9.225898
 12.58246; 9.226894
12.588995; 9.227886
12.589834; 9.228876
12.586549; 9.229883
12.588642; 9.230891
12.584456; 9.231894
12.568028; 9.232889
12.561846; 9.233878
12.565485; 9.234886
12.564255; 9.235898
12.562077; 9.236887
 12.56271; 9.237885
12.566616; 9.238879
12.564268; 9.239887
12.563014; 9.240887
12.535476; 9.241892
12.534016; 9.242883
12.536888; 9.243886
12.534284; 9.244869
12.537715;  9.24589
12.538312; 9.246891
12.541938; 9.247881
12.544177; 9.248881
12.540794; 9.249875
12.539845; 9.250883
12.554654; 9.251895
12.573224; 9.252886
12.572701; 9.253886
12.574222; 9.254872
 12.56933; 9.255879
12.568527; 9.256885
12.570863; 9.257897
12.569427; 9.258887
12.573893;  9.25988
12.578164; 9.260884
12.597707;   9.2619
12.600238; 9.262891
12.604984;  9.26388
12.603561; 9.264875
12.599131;  9.26588
12.600737; 9.266885
12.602295; 9.267889
12.603305; 9.268895
12.599241; 9.269892
12.604254; 9.270891
12.599022; 9.271907
12.645385; 9.272884
12.640578; 9.273878
12.641649; 9.274871
12.635479; 9.275875
12.641211; 9.276874
12.640042; 9.277888
12.642574; 9.278886
12.641259; 9.279891
12.644302; 9.280891
 12.66354;   9.2819
12.649169; 9.282883
12.653988; 9.283888
12.650459; 9.284883
 12.65383; 9.285883
12.654037; 9.286883
12.658052; 9.287873
12.656373; 9.288874
12.652905; 9.289885
12.660656; 9.290901
12.631025; 9.291902
12.642878; 9.292896
12.637134; 9.293888
12.646163; 9.294874
12.636647; 9.295884
12.636793; 9.296882
12.638704; 9.297881
12.649875;  9.29888
 12.64536; 9.299889
12.641965; 9.300889
12.641357; 9.301904
12.608185; 9.302897
12.603926; 9.303903
12.607649; 9.304879
12.601163; 9.305872
12.598218; 9.306874
12.603427;  9.30788
12.607102; 9.308876
12.596941; 9.309879
12.608927; 9.310876
12.568697; 9.311903
12.557064; 9.312899
 12.55014; 9.313886
12.550724; 9.314879
12.548606; 9.315883
12.556626; 9.316884
12.551673; 9.317877
12.556382; 9.318881
 12.55693; 9.319874
12.557417; 9.320877
12.555311; 9.321908
12.563209; 9.322897
12.550237; 9.323901
12.551198; 9.324887
12.560702;  9.32589
12.555616; 9.326887
12.547803; 9.327879
 12.55087; 9.328879
12.552513; 9.329878
12.557794; 9.330851
12.589615; 9.331895
12.580975; 9.332884
 12.58134;  9.33385
 12.57898; 9.334886
12.580756; 9.335898
12.578894; 9.336857
12.580927; 9.337881
12.580428; 9.338848
12.578323; 9.339875
12.579929; 9.340851
12.581912;  9.34191
12.611945; 9.342885
12.608379; 9.343858
 12.60715; 9.344856
12.615376; 9.345901
12.616751;  9.34689
12.612699; 9.347854
12.614196;  9.34885
 12.61433; 9.349855
12.611495; 9.350855
12.619733; 9.351853
  12.6269; 9.352889
 12.63167;  9.35385
12.635175; 9.354852
12.633179; 9.355851
12.637244; 9.356902
12.637803; 9.357856
12.638315; 9.358859
12.637207; 9.359856
12.643803; 9.360848
12.633143; 9.361854
12.614598; 9.362893
12.617177;  9.36385
12.613794; 9.364853
12.621242; 9.365849
12.617506; 9.366853
12.621169; 9.367906
12.619599; 9.368858
12.618991; 9.369857
12.619757;  9.37086
12.625915; 9.371855
12.629809; 9.372861
12.627679; 9.373857
12.629602; 9.374847
12.634068; 9.375857
12.631829; 9.376861
12.629516; 9.377852
12.622398; 9.378868
12.625963; 9.379856
12.635723; 9.380863
12.615985; 9.381855
12.613344; 9.382864
12.611592; 9.383853
12.611616; 9.384852
12.608185; 9.385857
12.615535; 9.386853
12.611896; 9.387854
  12.6113; 9.388856
12.612541;   9.3899
12.619258; 9.390857
12.597561; 9.391865
12.587912; 9.392861
12.584796; 9.393858
12.587826; 9.394852
12.586111; 9.395857
12.590114; 9.396859
12.592779; 9.397859
12.595541; 9.398854
12.589518; 9.399854
12.583725; 9.400868
12.568867; 9.401862
12.556029; 9.402869
12.559765; 9.403854
 12.55334; 9.404853
12.557246; 9.405855
12.550651; 9.406858
12.560118; 9.407856
12.563306; 9.408853
12.552975; 9.409855
12.568162; 9.410855
12.564207; 9.411871
 12.55446; 9.412868
12.553973;  9.41386
12.558414; 9.414858
 12.55042; 9.415859
12.550249; 9.416858
12.559059; 9.417853
12.551101; 9.418858
12.556735; 9.419862
12.558098; 9.420866
12.546611; 9.421861
 12.56344; 9.422875
12.559278; 9.423858
12.563477; 9.424921
12.569342; 9.425858
12.565436; 9.426863
 12.55609;  9.42785
12.564718; 9.428853
12.561968; 9.429851
12.565667; 9.430857
12.614963; 9.431866
12.605581; 9.432869
 12.61186;  9.43387
12.608611; 9.434857
12.610448;  9.43586
12.615535; 9.436863
12.614196; 9.437857
12.614841; 9.438849
12.616399; 9.439856
12.615316; 9.440852
12.648269;  9.44186
12.656835; 9.442876
12.665706; 9.443857
12.652284; 9.444869
 12.66118; 9.445858
12.663443; 9.446866
12.657505; 9.447864
12.651128; 9.448857
12.657371;  9.44986
12.640371; 9.450858
12.655996;  9.45187
12.656555; 9.452861
12.664295; 9.453861
12.649717; 9.454855
12.655399; 9.455869
12.651931; 9.456853
12.652077;  9.45786
12.657724; 9.458852
12.655205; 9.459855
12.672217; 9.460853
12.620207; 9.461863
12.621704; 9.462871
12.624126; 9.463857
12.624162;  9.46486
12.626572; 9.465853
12.624114; 9.466873
12.630648; 9.467858
12.630952; 9.468866
12.621668; 9.469854
12.622483;  9.47086
12.583713; 9.471859
12.570242; 9.472861
12.564767; 9.473858
12.572567; 9.474862
12.571228; 9.475861
12.581572;  9.47686
12.571532; 9.477876
12.575293; 9.478863
12.570814; 9.479864
12.586549; 9.480852
12.548035; 9.481863
12.535598; 9.482866
12.542388; 9.483862
12.533201; 9.484861
12.541451; 9.485856
12.540186; 9.486853
12.537448; 9.487859
 12.54251; 9.488873
12.535708; 9.489861
 12.53286; 9.490858
12.532057; 9.491868
12.543179; 9.492871
12.538373; 9.493855
12.545893; 9.494859
12.545881; 9.495861
12.551405; 9.496859
12.555457; 9.497862
12.548789;  9.49886
12.551028; 9.499876
12.550906; 9.500859
12.584772; 9.501867
   12.575; 9.502868
12.572275; 9.503862
12.567699; 9.504863
12.563744;  9.50586
12.573698; 9.506817
12.569099; 9.507864
12.566263; 9.508856
12.571934; 9.509862
12.566495; 9.510878
12.613867; 9.511872
12.618832; 9.512876
12.612711; 9.513873
12.618455; 9.514861
12.614695; 9.515859
12.618078; 9.516856
12.618005; 9.517862
12.612213; 9.518862
12.618711; 9.519817
12.602806; 9.520857
12.635832; 9.521878
12.634907; 9.522873
12.638959; 9.523869
12.640797; 9.524863
12.641199; 9.525872
12.636915; 9.526867
12.632887; 9.527864
12.639848; 9.528854
12.642634; 9.529861
12.652856; 9.530854
12.631244; 9.531867
12.642172; 9.532885
12.654657; 9.533864
12.645664; 9.534866
12.645762; 9.535858
12.651177; 9.536855
12.648536; 9.537864
12.643133; 9.538861
12.650216; 9.539865
12.646273; 9.540867
12.641807; 9.541865
12.635686; 9.542867
12.631062; 9.543881
12.634664; 9.544861
12.638655; 9.545858
12.636282; 9.546824
12.635856; 9.547858
 12.63223; 9.548821
12.632607; 9.549827
12.621716; 9.550824
12.597732; 9.551868
 12.59991; 9.552875
12.604875; 9.553825
12.601358; 9.554883
12.604047; 9.555828
12.603317; 9.556868
12.602538; 9.557862
12.602928; 9.558822
12.608525;  9.55983
12.603268; 9.560868
 12.57601; 9.561831
12.574319; 9.562876
12.570109; 9.563831
12.580537; 9.564827
12.575621; 9.565883
12.580124; 9.566868
12.579272; 9.567864
12.581511;  9.56883
12.584224; 9.569832
12.597488; 9.570825
12.566799; 9.571868
12.561737; 9.572871
12.565217; 9.573834
 12.56215; 9.574833
12.563684; 9.575828
12.565411; 9.576872
12.566275; 9.577834
12.566981; 9.578833
12.568137; 9.579832
12.544019; 9.580833
12.571703; 9.581836
12.573443; 9.582872
12.578894; 9.583829
12.565411; 9.584833
12.571265; 9.585834
12.567943; 9.586836
12.569281; 9.587885
12.568405; 9.588832
12.569159; 9.589835
12.571618; 9.590836
12.591988; 9.591869
12.585052; 9.592875
12.588289; 9.593836
12.590747; 9.594829
12.593594; 9.595829
12.590065; 9.596832
12.586524; 9.597874
12.587583; 9.598882
12.591246; 9.599879
12.610412; 9.600831
12.630003; 9.601891
12.627594; 9.602881
12.622629; 9.603827
12.621096; 9.604836
12.627971; 9.605829
12.626827;  9.60683
12.625549; 9.607827
12.624819; 9.608833
12.621376; 9.609842
   12.609; 9.610832
12.645956; 9.611844
 12.64177; 9.612843
12.638302; 9.613841
12.637597; 9.614828
12.641843; 9.615836
12.633958; 9.616833
12.637305; 9.617831
12.641989; 9.618834
12.645093; 9.619829
12.664855; 9.620843
12.651031; 9.621844
12.647027; 9.622843
12.643924; 9.623834
12.649984; 9.624835
12.642866; 9.625826
12.644691; 9.626839
12.647173; 9.627848
12.648196; 9.628845
12.646991; 9.629836
12.624211; 9.630838
12.605435; 9.631881
12.609657; 9.632883
12.609365; 9.633839
 12.61416; 9.634837
12.613454; 9.635831
12.608562; 9.636839
12.609499; 9.637834
12.613551; 9.638835
12.607321; 9.639836
12.594969; 9.640831
12.562187; 9.641841
12.569841; 9.642849
12.563245; 9.643842
12.560812; 9.644838
12.563927; 9.645829
12.560045; 9.646831
12.562747; 9.647836
12.562856; 9.648836
12.564195; 9.649834
12.560958; 9.650837
12.549982; 9.651837
12.549361; 9.652844
12.552525;  9.65385
12.547779; 9.654837
 12.53432; 9.655841
12.548059;  9.65684
12.546221; 9.657834
12.548071; 9.658841
12.547742; 9.659838
12.556407;  9.66084
12.555494;  9.66184
12.557879; 9.662847
12.564073; 9.663836
12.558378; 9.664891
12.561822; 9.665839
12.563185; 9.666843
12.558195; 9.667838
12.571776; 9.668839
12.564827; 9.669833
12.573029; 9.670837
12.598194; 9.671844
12.601796; 9.672846
12.600238; 9.673846
12.601248; 9.674836
12.599046; 9.675853
12.605362; 9.676845
12.604595; 9.677845
12.601334; 9.678836
12.609122; 9.679829
 12.62875; 9.680836
12.630977; 9.681845
 12.63223; 9.682845
12.632972; 9.683842
12.633204; 9.684833
12.634347; 9.685839
12.633812;  9.68685
12.635126; 9.687831
12.639969;  9.68884
12.640687;  9.68984
12.617372; 9.690838
12.625294; 9.691838
12.630855; 9.692854
12.626657; 9.693839
12.627314; 9.694845
12.620159; 9.695834
12.627265; 9.696843
 12.62426; 9.697853
12.626048; 9.698839
12.623505;  9.69984
12.625622; 9.700835
12.616922; 9.701843
12.617932; 9.702848
12.615194; 9.703837
12.613113; 9.704836
12.611507; 9.705842
12.619307;  9.70684
12.614196;  9.70784
  12.6136; 9.708856
12.620548; 9.709838
12.615267; 9.710844
12.619015; 9.711847
12.612371;  9.71285
 12.61865; 9.713839
12.622106; 9.714843
12.625014; 9.715841
12.619173; 9.716839
12.618443; 9.717834
12.613064; 9.718844
12.620232; 9.719854
12.603889; 9.720849
12.616155; 9.721845
12.619684; 9.722852
12.618796; 9.723846
12.619149; 9.724845
12.610801; 9.725843
12.617117;  9.72685
12.620341; 9.727839
12.621059; 9.728834
12.615754;  9.72984
12.624393; 9.730859
12.608367; 9.731847
12.600056;  9.73285
12.607114; 9.733843
12.600348; 9.734846
12.595797; 9.735841
12.603354; 9.736843
 12.60182; 9.737844
12.604498; 9.738841
12.603877; 9.739843
12.585904; 9.740837
12.564767; 9.741855
12.574976;  9.74285
12.567578; 9.743853
12.571545;  9.74484
12.568588; 9.745842
12.569999; 9.746845
12.567772; 9.747845
  12.5663; 9.748843
12.566543; 9.749842
12.559643; 9.750838
12.537204; 9.751848
12.540904; 9.752861
12.538738; 9.753845
12.543009; 9.754849
12.538093; 9.755838
12.539662; 9.756848
12.536426; 9.757843
12.537521; 9.758849
12.535708; 9.759844
12.561822; 9.760847
12.569829; 9.761847
12.564438; 9.762854
12.567444; 9.763869
12.571508; 9.764845
12.572871; 9.765845
 12.58044; 9.766845
12.563927; 9.767848
12.571131; 9.768841
12.566105; 9.769844
12.613247; 9.770841
12.624819; 9.771846
12.628567; 9.772854
12.621887; 9.773846
12.622057; 9.774861
12.625598; 9.775846
12.618784;  9.77685
 12.62875; 9.777842
12.624698; 9.778849
12.628336; 9.779842
12.634299; 9.780847
12.651554; 9.781851
12.653452;  9.78286
12.657492; 9.783845
12.655752; 9.784844
12.648183; 9.785863
12.653891; 9.786844
12.649522; 9.787851
12.656762; 9.788853
12.655387; 9.789848
12.668043; 9.790846
12.653306; 9.791851
12.650775; 9.792851
12.655911; 9.793852
12.660559; 9.794851
12.657468; 9.795849
12.661374; 9.796863
12.655472; 9.797848
12.656957; 9.798852
 12.65125; 9.799852
12.598961; 9.800847
12.596113; 9.801852
12.606761; 9.802857
 12.59733; 9.803848
12.601346; 9.804847
12.597744; 9.805851
12.601054; 9.806851
12.604059; 9.807865
12.604595; 9.808859
12.599155; 9.809847
12.563318; 9.810851
12.555397; 9.811857
12.559753; 9.812859
 12.54947; 9.813851
12.549227; 9.814851
12.549665; 9.815847
 12.54941; 9.816855
12.556358; 9.817845
12.548533; 9.818864
12.559132; 9.819852
 12.52983; 9.820857
  12.5176; 9.821853
12.524257; 9.822858
12.524342; 9.823856
12.519839; 9.824854
12.519255; 9.825848
12.519961; 9.826846
12.519207; 9.827852
  12.5245;  9.82886
 12.52461; 9.829869
12.566908; 9.830851
12.554119; 9.831863
12.552087; 9.832862
12.558037;  9.83385
12.547974;  9.83486
12.550919; 9.835856
12.548898; 9.836853
12.559814; 9.837854
12.558463; 9.838857
12.535038;  9.83985
 12.59935; 9.840863
12.592049; 9.841858
12.588642; 9.842869
 12.58751; 9.843849
12.595748;  9.84485
12.590674; 9.845846
12.592353;  9.84685
12.584224; 9.847851
12.592353; 9.848854
12.580659; 9.849849
12.646443; 9.850851
12.646054; 9.851863
12.640602; 9.852867
12.641016; 9.853857
12.637755; 9.854863
12.643961; 9.855848
12.641028; 9.856854
12.641369;  9.85785
12.640858; 9.858851
12.641807; 9.859854
12.637913; 9.860849
 12.65097; 9.861857
12.647806; 9.862873
12.654377; 9.863854
12.654694; 9.864859
12.651883; 9.865857
12.650727; 9.866858
12.648865; 9.867851
12.649936; 9.868858
12.660097; 9.869855
12.648974; 9.870859
12.644192; 9.871854
12.648098; 9.872863
12.647137; 9.873874
12.654207; 9.874862
12.645385; 9.875856
12.640201; 9.876855
12.649692; 9.877854
12.645871; 9.878857
 12.65383; 9.879855
 12.60322;  9.88085
12.608878; 9.881859
12.610339; 9.882866
12.607077; 9.883857
12.610168; 9.884871
12.608392;  9.88586
12.606688; 9.886863
12.612042; 9.887855
12.613527; 9.888857
12.632035; 9.889854
12.595468; 9.890855
12.600482;  9.89186
12.592523; 9.892865
12.595614; 9.893855
12.598474; 9.894858
12.601066; 9.895867
12.590966; 9.896855
12.594057; 9.897864
12.598632; 9.898859
12.602575; 9.899858
12.551734; 9.900856
12.563416; 9.901862
12.563416; 9.902868
12.555409; 9.903862
12.560471; 9.904859
12.556467; 9.905853
12.554569; 9.906875
12.565558;  9.90786
12.568089; 9.908859
 12.56254; 9.909856
12.565119; 9.910857
12.556942; 9.911862
 12.56181; 9.912871
12.560775; 9.913863
 12.56086;  9.91486
12.561578; 9.915855
12.561542; 9.916861
 12.56198; 9.917871
12.568149; 9.918857
12.578456; 9.919861
12.568247; 9.920867
12.579187; 9.921864
12.578237; 9.922875
12.570644; 9.923857
12.582655;  9.92486
12.580635; 9.925854
12.571167; 9.926866
12.580245; 9.927857
12.582898; 9.928863
12.588496; 9.929874
12.597817; 9.930862
12.609475; 9.931869
12.612651; 9.932866
 12.60148; 9.933863
12.611081; 9.934864
12.608489; 9.935854
12.607734; 9.936861
12.611495; 9.937856
12.617506; 9.938869
12.619599; 9.939859
12.634019; 9.940868
12.641284; 9.941867
12.634335; 9.942866
12.635808; 9.943867
 12.63167; 9.944862
 12.63784; 9.945858
12.635856; 9.946856
12.632023; 9.947863
12.640371; 9.948857
12.654134; 9.949857
12.651359; 9.950854
12.652637; 9.951877
12.654122; 9.952878
 12.65411; 9.953857
 12.65181; 9.954863
12.648147; 9.955858
12.648305; 9.956863
12.648573; 9.957856
12.648488;  9.95886
12.644691;  9.95986
12.630076; 9.960855
12.628348; 9.961869
12.626182; 9.962874
12.632376; 9.963874
12.621862; 9.964861
12.627107; 9.965862
12.629736; 9.966867
12.628166; 9.967856
12.632072; 9.968862
12.604923; 9.969856
12.596977; 9.970854
12.600251; 9.971867
12.591854; 9.972871
12.596892; 9.973854
12.598596; 9.974879
 12.59475; 9.975858
12.593777; 9.976863
12.595614; 9.977858
12.596174; 9.978863
12.596198; 9.979858
 12.57522; 9.980859
12.569427; 9.981867
12.570194;  9.98287
12.571934; 9.983858
12.571703;  9.98486
12.572895; 9.985878
12.572895; 9.986867
12.567943; 9.987856
12.577763; 9.988858
12.565302; 9.989863
12.551855;  9.99086
12.553121; 9.991872
12.559132; 9.992871
12.562442; 9.993867
12.559631; 9.994863
12.553158; 9.995854
12.556869; 9.996873
12.561189;  9.99786
12.563014; 9.998859
 12.58117; 9.999855
12.596758; 10.00086
12.593436;10.001862
12.599399;10.002869
 12.59671;10.003856
12.592828; 10.00486
12.600421;10.005857
 12.59312;10.006864
 12.59542;10.007876
12.600348;10.008867
12.588252;10.009857
12.610643;10.010854
12.621339; 10.01186
12.626024;10.012868
12.618711; 10.01386
12.623542;10.014854
12.623505;10.015858
 12.61551;10.016857
12.619003;10.017859
12.615924; 10.01887
12.617007;10.019864
12.618601;10.020859
12.616849;10.021868
12.618978;10.022876
12.617615;10.023865
12.615084;10.024864
 12.61231;10.025863
 12.61938;10.026861
 12.61764;10.027857
12.619502;10.028859
12.636075;10.029874
12.626243;10.030862
12.629297;10.031874
12.617555;10.032868
12.628604;10.033858
12.623846;10.034867
 12.62415;10.035855
12.629443;10.036863
12.625294;10.037857
 12.62858;10.038868
12.609012; 10.03986
12.611933;10.040878
 12.61579;10.041862
12.617445;10.042865
12.617956;10.043864
12.616776;10.044862
12.605398;10.045857
12.611251;10.046861
12.608465; 10.04786
12.614646;10.048859
12.634846;10.049858
12.617421;10.050864
12.608538;10.051871
12.604254;10.052868
12.617506;10.053861
12.611203;10.054857
12.610813;10.055858
12.611835;10.056857
12.616849;10.057858
12.613454;10.058859
12.597379;10.059857
12.608562;10.060863
12.611531;10.061863
12.612066; 10.06288
12.611434;10.063864
12.611142;10.064862
12.607296;10.065861
